34201	32268	33047
34202	31713	33148
34203	31702	34139
34204	32391	34119
34205	31928	33164
34206	32449	32951
34207	32326	32802
34208	32187	33921
34209	32078	33949
34210	32559	33711
34211	32765	34093
34212	31971	33736
34213	32689	33746
34214	32351	33548
34215	31963	33876
34216	32758	34019
34217	31694	33304
34218	32229	32919
34219	32188	34018
34220	32160	33117
34221	31565	33074
34222	31448	33145
34223	32045	33881
34224	31828	32888
34225	32131	33589
34226	31411	33994
34227	31630	32958
34228	31841	33855
34229	32340	33093
34230	31685	33485
34231	32585	33551
34232	31466	33634
34233	31830	33676
34234	32265	33891
34235	32169	33050
34236	32014	33227
34237	32566	33708
34238	31603	33351
34239	32327	32897
34240	31984	33043
34241	32672	33397
34242	32105	33549
34243	32522	33376
34244	32431	33813
34245	32360	33253
34246	32322	33915
34247	31742	34078
34248	32597	32885
34249	32091	33833
34250	32631	33416
34251	31841	33747
34252	32390	33032
34253	31921	33726
34254	32796	33693
34255	31960	33365
34256	31652	33519
34257	32131	33397
34258	31417	33030
34259	32726	33764
34260	32099	32864
34261	31940	33311
34262	31801	33528
34263	32262	33287
34264	31776	33060
34265	32292	33499
34266	32738	33201
34267	31543	33509
34268	31948	33058
34269	31947	33770
34270	31713	33961
34271	31761	34050
34272	32260	32986
34273	31474	33013
34274	32286	33385
34275	32280	33722
34276	32319	33059
34277	32394	32918
34278	31840	33565
34279	32037	34030
34280	32077	33110
34281	31692	33234
34282	32529	32844
34283	32425	33123
34284	32296	33274
34285	31919	33841
34286	32522	33780
34287	31875	34183
34288	32261	33547
34289	32339	33091
34290	32563	33716
34291	32397	33880
34292	31679	33386
34293	31657	33266
34294	32126	34049
34295	32532	33021
34296	31830	33533
34297	32154	33477
34298	32004	33530
34299	32438	33857
34300	31643	32859
34301	32304	32978
34302	31986	33137
34303	31673	34181
34304	31441	33049
34305	31727	33342
34306	31581	33966
34307	31956	33161
34308	31488	32849
34309	32027	33660
34310	32225	32892
34311	32182	33476
34312	32384	33743
34313	32643	34193
34314	32378	33008
34315	31714	33544
34316	32705	33393
34317	32121	33440
34318	32121	33025
34319	31622	33309
34320	32426	34157
34321	32050	32903
34322	32760	33785
34323	31438	34200
34324	31689	33018
34325	31804	32898
34326	32626	33551
34327	32407	32945
34328	32717	33611
34329	31834	33111
34330	32301	33895
34331	32107	33148
34332	31939	33249
34333	32462	34086
34334	31925	33182
34335	32272	33778
34336	31632	33599
34337	32292	33700
34338	32340	33969
34339	32667	33171
34340	31808	32826
34341	32417	33148
34342	32502	33038
34343	31786	33831
34344	32168	33536
34345	31776	33088
34346	32019	33123
34347	32192	32920
34348	31690	33663
34349	32383	33293
34350	31490	33238
34351	32642	33593
34352	32427	34080
34353	31832	33381
34354	32681	32870
34355	32699	33198
34356	32235	33695
34357	31584	33993
34358	31503	33462
34359	31947	33032
34360	32001	32911
34361	31714	33663
34362	32541	32936
34363	32373	33207
34364	32295	33103
34365	32593	33455
34366	31836	33209
34367	32465	33827
34368	32518	34084
34369	32303	33944
34370	32382	33279
34371	31929	33892
34372	32211	33631
34373	32267	32874
34374	32786	33075
34375	32549	33074
34376	32154	33851
34377	32405	33003
34378	32175	33147
34379	31823	32862
34380	31632	33395
34381	32087	33658
34382	32133	33112
34383	32488	33755
34384	31821	33911
34385	31801	33258
34386	31473	34122
34387	32236	33971
34388	32286	33131
34389	31635	33488
34390	32756	33754
34391	31737	33635
34392	32279	32990
34393	32216	32896
34394	32036	32853
34395	31916	33080
34396	32693	34174
34397	32622	34139
34398	31832	33406
34399	32039	33152
34400	31735	32875
