ID,sire,dam
a36096,a31837,a34156
a36097,a31736,a33060
a36098,a32683,a33725
a36099,a32265,a32932
a36100,a32602,a33183
a36101,a31423,a33821
a36102,a31564,a34184
a36103,a32518,a33105
a36104,a31778,a33428
a36105,a32697,a32977
a36106,a32749,a33983
a36107,a32041,a34010
a36108,a32682,a33138
a36109,a31475,a33583
a36110,a31826,a33545
a36111,a32163,a33249
a36112,a31895,a33462
a36113,a32785,a33703
a36114,a32763,a33166
a36115,a32179,a33047
a36116,a32459,a34054
a36117,a31994,a33214
a36118,a32644,a34054
a36119,a32401,a33376
a36120,a31861,a33894
a36121,a32524,a34188
a36122,a32320,a33947
a36123,a32726,a34024
a36124,a31861,a33497
a36125,a31876,a32812
a36126,a32187,a33154
a36127,a31791,a34165
a36128,a32124,a33001
a36129,a32732,a33930
a36130,a31621,a32828
a36131,a32645,a33482
a36132,a31652,a33021
a36133,a32262,a32930
a36134,a31412,a32908
a36135,a31890,a34044
a36136,a31799,a32837
a36137,a31545,a33463
a36138,a32672,a33690
a36139,a32371,a33600
a36140,a32307,a33917
a36141,a32731,a33736
a36142,a31709,a33056
a36143,a32346,a33253
a36144,a32017,a33044
a36145,a32486,a33532
a36146,a31770,a32861
a36147,a31779,a33198
a36148,a32423,a33298
a36149,a32589,a33569
a36150,a31434,a32887
a36151,a32193,a33104
a36152,a32606,a33159
a36153,a31725,a33323
a36154,a31474,a33310
a36155,a32548,a33581
a36156,a31787,a32829
a36157,a31423,a33611
a36158,a31532,a34172
a36159,a32168,a34186
a36160,a31444,a33879
a36161,a31710,a34003
a36162,a31634,a33478
a36163,a32786,a32815
a36164,a31919,a33343
a36165,a31475,a33581
a36166,a31688,a34060
a36167,a31670,a34043
a36168,a32632,a34181
a36169,a32100,a33744
a36170,a32764,a33970
a36171,a31618,a33706
a36172,a31694,a32998
a36173,a32006,a32863
a36174,a31915,a34067
a36175,a32724,a33186
a36176,a32304,a32895
a36177,a32230,a33945
a36178,a31497,a33167
a36179,a31425,a33564
a36180,a32271,a33130
a36181,a31735,a33780
a36182,a32221,a33012
a36183,a31753,a33263
a36184,a31685,a33816
a36185,a32400,a33974
a36186,a31635,a34093
a36187,a32655,a32845
a36188,a32157,a32970
a36189,a32664,a33584
a36190,a32129,a33724
a36191,a32379,a34049
a36192,a32288,a33019
a36193,a32764,a33404
a36194,a32156,a33856
a36195,a32373,a33120
a36196,a31537,a33575
a36197,a32253,a32820
a36198,a31678,a33417
a36199,a31852,a33562
a36200,a32625,a33858
a36201,a31952,a33364
a36202,a32213,a33623
a36203,a32349,a33213
a36204,a32420,a32916
a36205,a31467,a33913
a36206,a31765,a33162
a36207,a32793,a32899
a36208,a32515,a33494
a36209,a32389,a33140
a36210,a31846,a33877
a36211,a32666,a33878
a36212,a31402,a33981
a36213,a32114,a33109
a36214,a32582,a32894
a36215,a31928,a32873
a36216,a32136,a33414
a36217,a32527,a33266
a36218,a32758,a33714
a36219,a31720,a34164
a36220,a31979,a33402
a36221,a32560,a34129
a36222,a32235,a33512
a36223,a32399,a33075
a36224,a32260,a32953
a36225,a31444,a32920
a36226,a32270,a33188
a36227,a31795,a33893
a36228,a31405,a34040
a36229,a32774,a33847
a36230,a31810,a33493
a36231,a32730,a33089
a36232,a31806,a33463
a36233,a32428,a34161
a36234,a32406,a33438
a36235,a32477,a33446
a36236,a32044,a34159
a36237,a31973,a33990
a36238,a32537,a33039
a36239,a32716,a33338
a36240,a32695,a33748
a36241,a32470,a33027
a36242,a32343,a32998
a36243,a32593,a33075
a36244,a32302,a32935
a36245,a31437,a33044
a36246,a32488,a33585
a36247,a32177,a32829
a36248,a31912,a33384
a36249,a31878,a33707
a36250,a31414,a33450
a36251,a31733,a33651
a36252,a32184,a33932
a36253,a32203,a33956
a36254,a32311,a33921
a36255,a31712,a33117
a36256,a32703,a33608
a36257,a32215,a33612
a36258,a32389,a33199
a36259,a32479,a33371
a36260,a32418,a33690
a36261,a32013,a33718
a36262,a31455,a33192
a36263,a32086,a33556
a36264,a32593,a33986
a36265,a32351,a32968
a36266,a31411,a33189
a36267,a31937,a34160
a36268,a31760,a33887
a36269,a31856,a33265
a36270,a31544,a33424
a36271,a31843,a33527
a36272,a31899,a33179
a36273,a31651,a32813
a36274,a32720,a33501
a36275,a32693,a32926
a36276,a32092,a33764
a36277,a31776,a34174
a36278,a32654,a33427
a36279,a32729,a33764
a36280,a32277,a33922
a36281,a31608,a33937
a36282,a32039,a33892
a36283,a32231,a33360
a36284,a32477,a33379
a36285,a32763,a34136
a36286,a32387,a34008
a36287,a32683,a33714
a36288,a31495,a33115
a36289,a31447,a33652
a36290,a32761,a33902
a36291,a32277,a33914
a36292,a31564,a33420
a36293,a31710,a32836
a36294,a32087,a33093
a36295,a31486,a33974
a36296,a32214,a34050
a36297,a32287,a34065
a36298,a31839,a33192
a36299,a31777,a33855
a36300,a32232,a33248
a36301,a32668,a33920
a36302,a32253,a33663
a36303,a32155,a33189
a36304,a32656,a33658
a36305,a32771,a33108
a36306,a31856,a34161
a36307,a32689,a33403
a36308,a32128,a33171
a36309,a32324,a33644
a36310,a32645,a33753
a36311,a31585,a33892
a36312,a31589,a33811
a36313,a31626,a34089
a36314,a31917,a33681
a36315,a32209,a33340
a36316,a32407,a33913
a36317,a32301,a33252
a36318,a31459,a33272
a36319,a31489,a33402
a36320,a32251,a33177
a36321,a32057,a33223
a36322,a32721,a32850
a36323,a32141,a34041
a36324,a31563,a33725
a36325,a31695,a33326
a36326,a31713,a33159
a36327,a32368,a32979
a36328,a32002,a33542
a36329,a31533,a32993
a36330,a31941,a33596
a36331,a32620,a33722
a36332,a31881,a32884
a36333,a31700,a33759
a36334,a31790,a32851
a36335,a31668,a34168
a36336,a31871,a33325
a36337,a31994,a33644
a36338,a32652,a33359
a36339,a31628,a33460
a36340,a32425,a34192
a36341,a32493,a33004
a36342,a31692,a34093
a36343,a32095,a33898
a36344,a32122,a33445
a36345,a31482,a33617
a36346,a32647,a33155
a36347,a32260,a34161
a36348,a32157,a33455
a36349,a31866,a33475
a36350,a32343,a33594
a36351,a31608,a33754
a36352,a31631,a33404
a36353,a32093,a33501
a36354,a31839,a33138
a36355,a31935,a34094
a36356,a31942,a33526
a36357,a32155,a33834
a36358,a31471,a33526
a36359,a32572,a34000
a36360,a32101,a33234
a36361,a32333,a32837
a36362,a31749,a33687
a36363,a31430,a32888
a36364,a32208,a34121
a36365,a31655,a33992
a36366,a32086,a33511
a36367,a31744,a34196
a36368,a32744,a34095
a36369,a32124,a34116
a36370,a31473,a33265
a36371,a32550,a33827
a36372,a32229,a33490
a36373,a32011,a34071
a36374,a31782,a34087
a36375,a31457,a33872
a36376,a31989,a33798
a36377,a32074,a34097
a36378,a31911,a32920
a36379,a31460,a32869
a36380,a31662,a34037
a36381,a31425,a33899
a36382,a32509,a34191
a36383,a32229,a33963
a36384,a31424,a33064
a36385,a31919,a33554
a36386,a32433,a34048
a36387,a31929,a33745
a36388,a32028,a33563
a36389,a32019,a32926
a36390,a32475,a33814
a36391,a31932,a33007
a36392,a32057,a33188
a36393,a32025,a32997
a36394,a32499,a33445
a36395,a32024,a34179
a36396,a31433,a34084
a36397,a31421,a32920
a36398,a31549,a33759
a36399,a32568,a33074
a36400,a31457,a33913
a36401,a32043,a34159
a36402,a32366,a34158
a36403,a31966,a34196
a36404,a31489,a33243
a36405,a32330,a33291
a36406,a31448,a33618
a36407,a32611,a33349
a36408,a32635,a32969
a36409,a32196,a33867
a36410,a31680,a32827
a36411,a32076,a33417
a36412,a32432,a32915
a36413,a31771,a33581
a36414,a31870,a33512
a36415,a31845,a34197
a36416,a32384,a33360
a36417,a32769,a33554
a36418,a32519,a33994
a36419,a32153,a32969
a36420,a31811,a32894
a36421,a31883,a34066
a36422,a32136,a32818
a36423,a31901,a33794
a36424,a32046,a33122
a36425,a31703,a33769
a36426,a32521,a33099
a36427,a32221,a33967
a36428,a32310,a34118
a36429,a32023,a33069
a36430,a31558,a32858
a36431,a31656,a33338
a36432,a31626,a33068
a36433,a31488,a33641
a36434,a32093,a34188
a36435,a32023,a32937
a36436,a32545,a32939
a36437,a32132,a33196
a36438,a31618,a33049
a36439,a31914,a33692
a36440,a31786,a33615
a36441,a32571,a33928
a36442,a32043,a33353
a36443,a31444,a33153
a36444,a31518,a33499
a36445,a32498,a33022
a36446,a32708,a33604
a36447,a32293,a33170
a36448,a31885,a33801
a36449,a32468,a33472
a36450,a32098,a33985
a36451,a31561,a33731
a36452,a31766,a33440
a36453,a32513,a33266
a36454,a31822,a33131
a36455,a32125,a33919
a36456,a31431,a33590
a36457,a31990,a33014
a36458,a31840,a34157
a36459,a31524,a32999
a36460,a32760,a33318
a36461,a32601,a33444
a36462,a31803,a33213
a36463,a32788,a33984
a36464,a32153,a34043
a36465,a31580,a33856
a36466,a32649,a33162
a36467,a31622,a33831
a36468,a32133,a33857
a36469,a31985,a33249
a36470,a31586,a33817
a36471,a32721,a33631
a36472,a32107,a32834
a36473,a32238,a33759
a36474,a32651,a33478
a36475,a32733,a32843
a36476,a32184,a33908
a36477,a31766,a33355
a36478,a32030,a33389
a36479,a31825,a34120
a36480,a32352,a33593
a36481,a32291,a34131
a36482,a32143,a33067
a36483,a31868,a33687
a36484,a31960,a33169
a36485,a31734,a33850
a36486,a32774,a34026
a36487,a31446,a32831
a36488,a32199,a33570
a36489,a32250,a34043
a36490,a31665,a33353
a36491,a31717,a33026
a36492,a32617,a34136
a36493,a31854,a33676
a36494,a32175,a33031
a36495,a32741,a33023
a36496,a32772,a32926
a36497,a32757,a33671
a36498,a31926,a33871
a36499,a32640,a33374
a36500,a31980,a33443
a36501,a32490,a33496
a36502,a32114,a34094
a36503,a32629,a33632
a36504,a32523,a33722
a36505,a32574,a33131
a36506,a32263,a33160
a36507,a32160,a33925
a36508,a31758,a33410
a36509,a32667,a33583
a36510,a32558,a33539
a36511,a32067,a32895
a36512,a31752,a33679
a36513,a32056,a32900
a36514,a32036,a33892
a36515,a32310,a33951
a36516,a31431,a33820
a36517,a32748,a33566
a36518,a32549,a33136
a36519,a32612,a34131
a36520,a32190,a33565
a36521,a32796,a33455
a36522,a32550,a33523
a36523,a32653,a33862
a36524,a32745,a33120
a36525,a31413,a33044
a36526,a32238,a33850
a36527,a31806,a33175
a36528,a32454,a33389
a36529,a32233,a33715
a36530,a31773,a33370
a36531,a32229,a33766
a36532,a32617,a32994
a36533,a31557,a33639
a36534,a32770,a34124
a36535,a32439,a33585
a36536,a32643,a32929
a36537,a32121,a33528
a36538,a32194,a33477
a36539,a32137,a34179
a36540,a32231,a32810
a36541,a31777,a33607
a36542,a31930,a33640
a36543,a32573,a33211
a36544,a31545,a33661
a36545,a32630,a33751
a36546,a31822,a33055
a36547,a31462,a33092
a36548,a31832,a33881
a36549,a32724,a33285
a36550,a31717,a33294
a36551,a31543,a33521
a36552,a32320,a33854
a36553,a32475,a33008
a36554,a31593,a33072
a36555,a32119,a33967
a36556,a32182,a33440
a36557,a31994,a33099
a36558,a32420,a33177
a36559,a31879,a33417
a36560,a31450,a33380
a36561,a31865,a32861
a36562,a32363,a33816
a36563,a32394,a33710
a36564,a31965,a33536
a36565,a32683,a33518
a36566,a32003,a33817
a36567,a31521,a33464
a36568,a32224,a33713
a36569,a32019,a32952
a36570,a31513,a33235
a36571,a31496,a33239
a36572,a32602,a33777
a36573,a32384,a33741
a36574,a32088,a33296
a36575,a32034,a33662
a36576,a31813,a33327
a36577,a32249,a33707
a36578,a31694,a33870
a36579,a32594,a34086
a36580,a31637,a33673
a36581,a32393,a32930
a36582,a31601,a33003
a36583,a31772,a34115
a36584,a31542,a32937
a36585,a32602,a32850
a36586,a32061,a33947
a36587,a32173,a32829
a36588,a32063,a32816
a36589,a32372,a33582
a36590,a32324,a32900
a36591,a32313,a33585
a36592,a31690,a33373
a36593,a31406,a32990
a36594,a32416,a33738
a36595,a32731,a32901
a36596,a31824,a33630
a36597,a32385,a33774
a36598,a32313,a33381
a36599,a32505,a32892
a36600,a32128,a32906
a36601,a32160,a33156
a36602,a31547,a32845
a36603,a31900,a33488
a36604,a32450,a34148
a36605,a32569,a33581
a36606,a31476,a33546
a36607,a31736,a33113
a36608,a31656,a33058
a36609,a32438,a33286
a36610,a32800,a33996
a36611,a31961,a32875
a36612,a31542,a33119
a36613,a31565,a33235
a36614,a32185,a33204
a36615,a32125,a33359
a36616,a32147,a34101
a36617,a32751,a33691
a36618,a31585,a33331
a36619,a32538,a33976
a36620,a32269,a33887
a36621,a32405,a33460
a36622,a32068,a34106
a36623,a32253,a33776
a36624,a32219,a33161
a36625,a32735,a33366
a36626,a32468,a34043
a36627,a32107,a33334
a36628,a31422,a33621
a36629,a31460,a32997
a36630,a32536,a33494
a36631,a31608,a34056
a36632,a32444,a33940
a36633,a32615,a33256
a36634,a32039,a33089
a36635,a31471,a33517
a36636,a31841,a32856
a36637,a32075,a33002
a36638,a31942,a33388
a36639,a32189,a33032
a36640,a32370,a33922
a36641,a31624,a34021
a36642,a32639,a32931
a36643,a31489,a33935
a36644,a32451,a33795
a36645,a31428,a33325
a36646,a31684,a33306
a36647,a31983,a33892
a36648,a31876,a33823
a36649,a31503,a33933
a36650,a31912,a34162
a36651,a32698,a32802
a36652,a31463,a34068
a36653,a32393,a33844
a36654,a32358,a34092
a36655,a32468,a33409
a36656,a32655,a33379
a36657,a31477,a34106
a36658,a32796,a33323
a36659,a32679,a34105
a36660,a32258,a33789
a36661,a32224,a33303
a36662,a32326,a33788
a36663,a32449,a33168
a36664,a31885,a32963
a36665,a32712,a34164
a36666,a31947,a34064
a36667,a32236,a33812
a36668,a32316,a33123
a36669,a32380,a33349
a36670,a31632,a33838
a36671,a31472,a33474
a36672,a32362,a32809
a36673,a32151,a33212
a36674,a32040,a33921
a36675,a32272,a33433
a36676,a32645,a33864
a36677,a32167,a33021
a36678,a31677,a33698
a36679,a31932,a32974
a36680,a32753,a33689
a36681,a32400,a32934
a36682,a32382,a33479
a36683,a31808,a33622
a36684,a32778,a33051
a36685,a31939,a32838
a36686,a32047,a33545
a36687,a31756,a33552
a36688,a32581,a34086
a36689,a32688,a33759
a36690,a32715,a33316
a36691,a32766,a32881
a36692,a31871,a33881
a36693,a31716,a33625
a36694,a31769,a33678
a36695,a32414,a33921
a36696,a31997,a33912
a36697,a32537,a33238
a36698,a31743,a33264
a36699,a31723,a33123
a36700,a32214,a33613
a36701,a32113,a33231
a36702,a32128,a32869
a36703,a32362,a32860
a36704,a32138,a33951
a36705,a32332,a33572
a36706,a32633,a34104
a36707,a32778,a33375
a36708,a32052,a33101
a36709,a31517,a33744
a36710,a32085,a33668
a36711,a32088,a33304
a36712,a32353,a32992
a36713,a32005,a33794
a36714,a32593,a33157
a36715,a32060,a33410
a36716,a32448,a33799
a36717,a31699,a34121
a36718,a32683,a33510
a36719,a31519,a34038
a36720,a31787,a33194
a36721,a32524,a33147
a36722,a32422,a33303
a36723,a31861,a33571
a36724,a32573,a34118
a36725,a31641,a33628
a36726,a32548,a32960
a36727,a31872,a34071
a36728,a31811,a33403
a36729,a32050,a33062
a36730,a32601,a33152
a36731,a32064,a33151
a36732,a31604,a33728
a36733,a32331,a32805
a36734,a31460,a33940
a36735,a31421,a33150
a36736,a31925,a33991
a36737,a31889,a33073
a36738,a31413,a33545
a36739,a31596,a33932
a36740,a32331,a32811
a36741,a32135,a33580
a36742,a31843,a33402
a36743,a32414,a32813
a36744,a31763,a33566
a36745,a32063,a33003
a36746,a31751,a34061
a36747,a32487,a33634
a36748,a32340,a33736
a36749,a32344,a33519
a36750,a32179,a33105
a36751,a31485,a33672
a36752,a32129,a33391
a36753,a32327,a32810
a36754,a31703,a33647
a36755,a32265,a33190
a36756,a31850,a33350
a36757,a31966,a33097
a36758,a31769,a34134
a36759,a31696,a33128
a36760,a32145,a34117
a36761,a32780,a33385
a36762,a32595,a34121
a36763,a32651,a33780
a36764,a31448,a33420
a36765,a32134,a33803
a36766,a32478,a33151
a36767,a31590,a34178
a36768,a31439,a33446
a36769,a32589,a33717
a36770,a32240,a33396
a36771,a32548,a33947
a36772,a32205,a33273
a36773,a31645,a33551
a36774,a32495,a32831
a36775,a32292,a32966
a36776,a32678,a33402
a36777,a31663,a32963
a36778,a32381,a33183
a36779,a32322,a33260
a36780,a32361,a33405
a36781,a32542,a33312
a36782,a32394,a34033
a36783,a31973,a33767
a36784,a31838,a34066
a36785,a31495,a33923
a36786,a31467,a33624
a36787,a32464,a34021
a36788,a32197,a34193
a36789,a31711,a32978
a36790,a32548,a32928
a36791,a32571,a32964
a36792,a31634,a33753
a36793,a32069,a32861
a36794,a32583,a33248
a36795,a32480,a33301
a36796,a32117,a33436
a36797,a32059,a33289
a36798,a31983,a33902
a36799,a32123,a33564
a36800,a31495,a33828
a36801,a31970,a34114
a36802,a32390,a33311
a36803,a32134,a33134
a36804,a32748,a33566
a36805,a32739,a33334
a36806,a32261,a33630
a36807,a32740,a33178
a36808,a31743,a34178
a36809,a32471,a33022
a36810,a32550,a34075
a36811,a32294,a34028
a36812,a31628,a32967
a36813,a31500,a33569
a36814,a32066,a32853
a36815,a31405,a33484
a36816,a32234,a32818
a36817,a32304,a32908
a36818,a31572,a32946
a36819,a32752,a34088
a36820,a32400,a33751
a36821,a32578,a34036
a36822,a32186,a32852
a36823,a31812,a33708
a36824,a32036,a34153
a36825,a32620,a33512
a36826,a32696,a33837
a36827,a32532,a33084
a36828,a32454,a33239
a36829,a31932,a33579
a36830,a32205,a33069
a36831,a32342,a33786
a36832,a31410,a33838
a36833,a32320,a33504
a36834,a32023,a33739
a36835,a32553,a33432
a36836,a32119,a34113
a36837,a32448,a33369
a36838,a31674,a33619
a36839,a31601,a33808
a36840,a31705,a33098
a36841,a32462,a33716
a36842,a31760,a34097
a36843,a32350,a33529
a36844,a32796,a33180
a36845,a31665,a33874
a36846,a32779,a33079
a36847,a31720,a33886
a36848,a31954,a34156
a36849,a32341,a33776
a36850,a32461,a32989
a36851,a32312,a32874
a36852,a32455,a33956
a36853,a31606,a33938
a36854,a32620,a34199
a36855,a32549,a33438
a36856,a32140,a32811
a36857,a31786,a33120
a36858,a32691,a33778
a36859,a32657,a33348
a36860,a32224,a33203
a36861,a32405,a33326
a36862,a32504,a33303
a36863,a31989,a34061
a36864,a32785,a33861
a36865,a32251,a33615
a36866,a32744,a32911
a36867,a31761,a33235
a36868,a32188,a32903
a36869,a31863,a33282
a36870,a32178,a33935
a36871,a31896,a33911
a36872,a32582,a33205
a36873,a31479,a33342
a36874,a32574,a32964
a36875,a32420,a33434
a36876,a31618,a33079
a36877,a32508,a33490
a36878,a32090,a33134
a36879,a31751,a33970
a36880,a31537,a32866
a36881,a32128,a33717
a36882,a31591,a33979
a36883,a31469,a33202
a36884,a31576,a33974
a36885,a32601,a32917
a36886,a32030,a33787
a36887,a31477,a33976
a36888,a32623,a33969
a36889,a31703,a33629
a36890,a32065,a33439
a36891,a31458,a33196
a36892,a32595,a33895
a36893,a32429,a33503
a36894,a32767,a32831
a36895,a31965,a34037
a36896,a32586,a33743
a36897,a32042,a33834
a36898,a31671,a33142
a36899,a32391,a33135
a36900,a31801,a33577
a36901,a32094,a33190
a36902,a32506,a34085
a36903,a31512,a33604
a36904,a31551,a32986
a36905,a31754,a34103
a36906,a31524,a33108
a36907,a32366,a33566
a36908,a31963,a33782
a36909,a32664,a32811
a36910,a32130,a33839
a36911,a31584,a32928
a36912,a32066,a33985
a36913,a32251,a33914
a36914,a32448,a33974
a36915,a31557,a34148
a36916,a32148,a33783
a36917,a31623,a33073
a36918,a32560,a32951
a36919,a31681,a33040
a36920,a32400,a32870
a36921,a32281,a33976
a36922,a31906,a33534
a36923,a31870,a33153
a36924,a31799,a33547
a36925,a32124,a33979
a36926,a32656,a33218
a36927,a31558,a33469
a36928,a32168,a33794
a36929,a32567,a33243
a36930,a31516,a32802
a36931,a32065,a33747
a36932,a31849,a33327
a36933,a31715,a33410
a36934,a31644,a33365
a36935,a32574,a33556
a36936,a32438,a33792
a36937,a32237,a33815
a36938,a32606,a33722
a36939,a31404,a33458
a36940,a32700,a33346
a36941,a32194,a32861
a36942,a32250,a33932
a36943,a32763,a32928
a36944,a32127,a33481
a36945,a31632,a33749
a36946,a31877,a33716
a36947,a32251,a34178
a36948,a31997,a33569
a36949,a32382,a33693
a36950,a31711,a33849
a36951,a32094,a32891
a36952,a32460,a33566
a36953,a31646,a33733
a36954,a32061,a33102
a36955,a31593,a32870
a36956,a31924,a32815
a36957,a31985,a33181
a36958,a32518,a33085
a36959,a31541,a32823
a36960,a32682,a33627
a36961,a32395,a34189
a36962,a31676,a33382
a36963,a31968,a33603
a36964,a32770,a33619
a36965,a32088,a33321
a36966,a32278,a33080
a36967,a32509,a33813
a36968,a32649,a33817
a36969,a32667,a33614
a36970,a31940,a34148
a36971,a32237,a33307
a36972,a32132,a33820
a36973,a32541,a33524
a36974,a31712,a33991
a36975,a32407,a33987
a36976,a32491,a33123
a36977,a32563,a33748
a36978,a31553,a33707
a36979,a31631,a33746
a36980,a32387,a32998
a36981,a32008,a33316
a36982,a32365,a33458
a36983,a32575,a33906
a36984,a32607,a33257
a36985,a32239,a32880
a36986,a32179,a34200
a36987,a31902,a33225
a36988,a31723,a32905
a36989,a32531,a33234
a36990,a32692,a33981
a36991,a32576,a33943
a36992,a32730,a33772
a36993,a32592,a33615
a36994,a32657,a33619
a36995,a31843,a33429
a36996,a32163,a33583
a36997,a31531,a33502
a36998,a31446,a33822
a36999,a31406,a33453
a37000,a32495,a33948
a37001,a34399,a36224
a37002,a34432,a36269
a37003,a34766,a35674
a37004,a34457,a35809
a37005,a34893,a36266
a37006,a34902,a36029
a37007,a35071,a36600
a37008,a35021,a36646
a37009,a35205,a36121
a37010,a35505,a35899
a37011,a35398,a36391
a37012,a35092,a35777
a37013,a35393,a36655
a37014,a34908,a36892
a37015,a34563,a35659
a37016,a34584,a35961
a37017,a35348,a36434
a37018,a34876,a36417
a37019,a35568,a36678
a37020,a34416,a36331
a37021,a34842,a35964
a37022,a35327,a36374
a37023,a35088,a35723
a37024,a34409,a36016
a37025,a35290,a36462
a37026,a35298,a35725
a37027,a34804,a36313
a37028,a35091,a36535
a37029,a35568,a36763
a37030,a34955,a36115
a37031,a34263,a35967
a37032,a35216,a35697
a37033,a34331,a36420
a37034,a35339,a36765
a37035,a34906,a36555
a37036,a35066,a36918
a37037,a35405,a36694
a37038,a34798,a36237
a37039,a35196,a36300
a37040,a35594,a36289
a37041,a35105,a35781
a37042,a34259,a35640
a37043,a35070,a35680
a37044,a34895,a35765
a37045,a35272,a36635
a37046,a34221,a36165
a37047,a34724,a36698
a37048,a35322,a36790
a37049,a34278,a36913
a37050,a35024,a36095
a37051,a35223,a35806
a37052,a34674,a35669
a37053,a35541,a36990
a37054,a34390,a36770
a37055,a34588,a36589
a37056,a34525,a35735
a37057,a35225,a36302
a37058,a34513,a36423
a37059,a35006,a36076
a37060,a34629,a36399
a37061,a34707,a36367
a37062,a35206,a35811
a37063,a34916,a36431
a37064,a35082,a36042
a37065,a34503,a35845
a37066,a35151,a36213
a37067,a34339,a36132
a37068,a35339,a36248
a37069,a34819,a36699
a37070,a35427,a35887
a37071,a34889,a35611
a37072,a35587,a36815
a37073,a35292,a36449
a37074,a34746,a36920
a37075,a34351,a35845
a37076,a34397,a36768
a37077,a34337,a36703
a37078,a34844,a36828
a37079,a35436,a35921
a37080,a34663,a36505
a37081,a35291,a35861
a37082,a34668,a36133
a37083,a34742,a36355
a37084,a34524,a36926
a37085,a35475,a36808
a37086,a34978,a36402
a37087,a34664,a36926
a37088,a34497,a35873
a37089,a34530,a36559
a37090,a34423,a36302
a37091,a35223,a36476
a37092,a35286,a36943
a37093,a34853,a36148
a37094,a34812,a36835
a37095,a35079,a36249
a37096,a34321,a35982
a37097,a35125,a36518
a37098,a34424,a36621
a37099,a35431,a36188
a37100,a34492,a36538
a37101,a34756,a35908
a37102,a35330,a36592
a37103,a34351,a36704
a37104,a35203,a35859
a37105,a34441,a36523
a37106,a34566,a35666
a37107,a35035,a36997
a37108,a34671,a35942
a37109,a35409,a36260
a37110,a35225,a36010
a37111,a35486,a36197
a37112,a34581,a35971
a37113,a34933,a35848
a37114,a35337,a36754
a37115,a34616,a36177
a37116,a35441,a36258
a37117,a34829,a36135
a37118,a34904,a35951
a37119,a35234,a36415
a37120,a34400,a36470
a37121,a34561,a36783
a37122,a34764,a35618
a37123,a34784,a35785
a37124,a35022,a36955
a37125,a34916,a36993
a37126,a34610,a36530
a37127,a34627,a36121
a37128,a34625,a36314
a37129,a34257,a35837
a37130,a34313,a36485
a37131,a34432,a36699
a37132,a35461,a35752
a37133,a34253,a36198
a37134,a34887,a36133
a37135,a35382,a35989
a37136,a34949,a36022
a37137,a34315,a36408
a37138,a34387,a35713
a37139,a34954,a36089
a37140,a34331,a36797
a37141,a34657,a36830
a37142,a35039,a35939
a37143,a35395,a36978
a37144,a34810,a36437
a37145,a35240,a36689
a37146,a34681,a36151
a37147,a34237,a35815
a37148,a35433,a36811
a37149,a35339,a35993
a37150,a35389,a35981
a37151,a34333,a35938
a37152,a34588,a36683
a37153,a34314,a36065
a37154,a34842,a36545
a37155,a34875,a36637
a37156,a35094,a36600
a37157,a34952,a36671
a37158,a35031,a36063
a37159,a34430,a36581
a37160,a34201,a36604
a37161,a35135,a35760
a37162,a35155,a36710
a37163,a34663,a36972
a37164,a34774,a36580
a37165,a35492,a36606
a37166,a34423,a36445
a37167,a34708,a36049
a37168,a34972,a36973
a37169,a34807,a35885
a37170,a34687,a35957
a37171,a34512,a36469
a37172,a35331,a36370
a37173,a34850,a36369
a37174,a34513,a35966
a37175,a34673,a35739
a37176,a34251,a36630
a37177,a35448,a36511
a37178,a34360,a36012
a37179,a35377,a36198
a37180,a35518,a35829
a37181,a35351,a36987
a37182,a34477,a36760
a37183,a35255,a35957
a37184,a34985,a36318
a37185,a34794,a36510
a37186,a34400,a36410
a37187,a34985,a36092
a37188,a35298,a36633
a37189,a34395,a36824
a37190,a35583,a36874
a37191,a34917,a35891
a37192,a34708,a35907
a37193,a34373,a35948
a37194,a35323,a35674
a37195,a34770,a35970
a37196,a34817,a35649
a37197,a35475,a36175
a37198,a34316,a36876
a37199,a34879,a36567
a37200,a34204,a36980
a37201,a34831,a35917
a37202,a35259,a36794
a37203,a35455,a36999
a37204,a34871,a36169
a37205,a34930,a36575
a37206,a34375,a36235
a37207,a34389,a36358
a37208,a34482,a36939
a37209,a35315,a36580
a37210,a34547,a36287
a37211,a35520,a35816
a37212,a34878,a36447
a37213,a34970,a36595
a37214,a35142,a35782
a37215,a35053,a36456
a37216,a34688,a36654
a37217,a34989,a35619
a37218,a34212,a36706
a37219,a34293,a35701
a37220,a35526,a36578
a37221,a35540,a35910
a37222,a34294,a36777
a37223,a34760,a36906
a37224,a34741,a36976
a37225,a34713,a36859
a37226,a35132,a36186
a37227,a34881,a36363
a37228,a34606,a35989
a37229,a34353,a36199
a37230,a35071,a36594
a37231,a34523,a35885
a37232,a34729,a36963
a37233,a34733,a36300
a37234,a34475,a36307
a37235,a35385,a35818
a37236,a35026,a36738
a37237,a35249,a35785
a37238,a34331,a35834
a37239,a34204,a36188
a37240,a34951,a36395
a37241,a34424,a36832
a37242,a35215,a36936
a37243,a34364,a35989
a37244,a35164,a36161
a37245,a35180,a36096
a37246,a34321,a36691
a37247,a35474,a35660
a37248,a34867,a36590
a37249,a35154,a36547
a37250,a34482,a36031
a37251,a34959,a36351
a37252,a34558,a36856
a37253,a35301,a35873
a37254,a34595,a36674
a37255,a35469,a35796
a37256,a35398,a36938
a37257,a34284,a36945
a37258,a34498,a36420
a37259,a34779,a36606
a37260,a35511,a36717
