ID,sire,dam
a31013,a28490,a28581
a31014,a28415,a28516
a31015,a28449,a28547
a31016,a28411,a28536
a31017,a28446,a28546
a31018,a28411,a28560
a31019,a28452,a28598
a31020,a28407,a28590
a31021,a28468,a28584
a31022,a28462,a28531
a31023,a28450,a28540
a31024,a28447,a28521
a31025,a28494,a28568
a31026,a28457,a28540
a31027,a28409,a28531
a31028,a28464,a28518
a31029,a28482,a28507
a31030,a28426,a28574
a31031,a28427,a28568
a31032,a28482,a28552
a31033,a28442,a28533
a31034,a28443,a28503
a31035,a28468,a28583
a31036,a28429,a28511
a31037,a28474,a28553
a31038,a28455,a28513
a31039,a28456,a28533
a31040,a28434,a28510
a31041,a28495,a28548
a31042,a28451,a28553
a31043,a28485,a28522
a31044,a28490,a28502
a31045,a28442,a28506
a31046,a28450,a28579
a31047,a28404,a28588
a31048,a28490,a28513
a31049,a28478,a28543
a31050,a28472,a28589
a31051,a28485,a28589
a31052,a28478,a28599
a31053,a28412,a28535
a31054,a28437,a28575
a31055,a28404,a28502
a31056,a28494,a28545
a31057,a28406,a28580
a31058,a28424,a28591
a31059,a28431,a28536
a31060,a28462,a28590
a31061,a28479,a28565
a31062,a28423,a28591
a31063,a28407,a28516
a31064,a28492,a28537
a31065,a28474,a28506
a31066,a28485,a28547
a31067,a28461,a28589
a31068,a28408,a28529
a31069,a28489,a28573
a31070,a28439,a28559
a31071,a28478,a28575
a31072,a28457,a28561
a31073,a28435,a28522
a31074,a28460,a28524
a31075,a28462,a28529
a31076,a28454,a28600
a31077,a28448,a28578
a31078,a28471,a28582
a31079,a28432,a28598
a31080,a28460,a28543
a31081,a28405,a28562
a31082,a28474,a28589
a31083,a28463,a28513
a31084,a28444,a28534
a31085,a28492,a28580
a31086,a28458,a28560
a31087,a28420,a28599
a31088,a28474,a28556
a31089,a28451,a28598
a31090,a28462,a28564
a31091,a28482,a28520
a31092,a28470,a28512
a31093,a28444,a28559
a31094,a28466,a28522
a31095,a28433,a28502
a31096,a28446,a28550
a31097,a28418,a28590
a31098,a28477,a28582
a31099,a28401,a28512
a31100,a28460,a28574
a31101,a28425,a28548
a31102,a28408,a28533
a31103,a28458,a28541
a31104,a28484,a28563
a31105,a28486,a28580
a31106,a28469,a28595
a31107,a28481,a28590
a31108,a28422,a28547
a31109,a28475,a28528
a31110,a28461,a28516
a31111,a28488,a28504
a31112,a28421,a28569
a31113,a28490,a28525
a31114,a28408,a28554
a31115,a28450,a28596
a31116,a28462,a28551
a31117,a28426,a28578
a31118,a28426,a28520
a31119,a28497,a28590
a31120,a28426,a28559
a31121,a28490,a28597
a31122,a28478,a28563
a31123,a28422,a28502
a31124,a28496,a28584
a31125,a28447,a28586
a31126,a28465,a28528
a31127,a28408,a28545
a31128,a28486,a28533
a31129,a28419,a28555
a31130,a28490,a28517
a31131,a28496,a28509
a31132,a28443,a28506
a31133,a28427,a28523
a31134,a28461,a28537
a31135,a28472,a28515
a31136,a28419,a28516
a31137,a28470,a28580
a31138,a28480,a28555
a31139,a28467,a28562
a31140,a28427,a28520
a31141,a28469,a28566
a31142,a28454,a28504
a31143,a28454,a28599
a31144,a28401,a28535
a31145,a28463,a28592
a31146,a28473,a28596
a31147,a28486,a28544
a31148,a28420,a28530
a31149,a28481,a28531
a31150,a28482,a28584
a31151,a28451,a28523
a31152,a28401,a28578
a31153,a28405,a28598
a31154,a28476,a28563
a31155,a28415,a28569
a31156,a28426,a28585
a31157,a28409,a28501
a31158,a28444,a28597
a31159,a28460,a28529
a31160,a28486,a28545
a31161,a28469,a28505
a31162,a28487,a28507
a31163,a28480,a28584
a31164,a28459,a28600
a31165,a28419,a28550
a31166,a28406,a28589
a31167,a28457,a28518
a31168,a28420,a28560
a31169,a28462,a28586
a31170,a28499,a28558
a31171,a28469,a28578
a31172,a28421,a28568
a31173,a28423,a28593
a31174,a28428,a28525
a31175,a28464,a28544
a31176,a28453,a28501
a31177,a28418,a28535
a31178,a28420,a28569
a31179,a28464,a28571
a31180,a28499,a28562
a31181,a28485,a28534
a31182,a28459,a28519
a31183,a28500,a28582
a31184,a28462,a28580
a31185,a28432,a28582
a31186,a28406,a28504
a31187,a28473,a28600
a31188,a28439,a28532
a31189,a28433,a28568
a31190,a28411,a28553
a31191,a28494,a28582
a31192,a28476,a28545
a31193,a28408,a28569
a31194,a28401,a28546
a31195,a28436,a28569
a31196,a28442,a28559
a31197,a28408,a28572
a31198,a28489,a28508
a31199,a28417,a28505
a31200,a28456,a28517
a31201,a28444,a28534
a31202,a28482,a28536
a31203,a28448,a28572
a31204,a28438,a28554
a31205,a28447,a28590
a31206,a28447,a28528
a31207,a28434,a28586
a31208,a28403,a28560
a31209,a28408,a28535
a31210,a28415,a28506
a31211,a28480,a28577
a31212,a28415,a28596
a31213,a28480,a28536
a31214,a28456,a28577
a31215,a28458,a28541
a31216,a28406,a28516
a31217,a28492,a28581
a31218,a28495,a28502
a31219,a28448,a28514
a31220,a28451,a28587
a31221,a28483,a28590
a31222,a28443,a28592
a31223,a28418,a28526
a31224,a28434,a28527
a31225,a28432,a28598
a31226,a28409,a28511
a31227,a28463,a28587
a31228,a28500,a28590
a31229,a28430,a28598
a31230,a28466,a28552
a31231,a28455,a28572
a31232,a28480,a28568
a31233,a28457,a28598
a31234,a28486,a28561
a31235,a28461,a28590
a31236,a28498,a28530
a31237,a28461,a28511
a31238,a28417,a28575
a31239,a28406,a28561
a31240,a28471,a28515
a31241,a28402,a28515
a31242,a28472,a28529
a31243,a28466,a28587
a31244,a28454,a28586
a31245,a28419,a28545
a31246,a28426,a28542
a31247,a28408,a28501
a31248,a28491,a28562
a31249,a28463,a28540
a31250,a28407,a28589
a31251,a28433,a28509
a31252,a28451,a28558
a31253,a28446,a28512
a31254,a28422,a28551
a31255,a28455,a28549
a31256,a28438,a28531
a31257,a28408,a28542
a31258,a28441,a28599
a31259,a28408,a28571
a31260,a28461,a28583
a31261,a28475,a28536
a31262,a28402,a28574
a31263,a28418,a28502
a31264,a28471,a28585
a31265,a28498,a28582
a31266,a28455,a28539
a31267,a28401,a28558
a31268,a28432,a28547
a31269,a28425,a28511
a31270,a28461,a28568
a31271,a28499,a28561
a31272,a28474,a28593
a31273,a28457,a28540
a31274,a28474,a28527
a31275,a28423,a28508
a31276,a28488,a28522
a31277,a28422,a28545
a31278,a28496,a28531
a31279,a28496,a28600
a31280,a28462,a28557
a31281,a28419,a28539
a31282,a28480,a28571
a31283,a28499,a28589
a31284,a28495,a28554
a31285,a28460,a28546
a31286,a28432,a28552
a31287,a28428,a28583
a31288,a28451,a28532
a31289,a28410,a28566
a31290,a28440,a28582
a31291,a28477,a28590
a31292,a28487,a28583
a31293,a28494,a28522
a31294,a28415,a28566
a31295,a28466,a28574
a31296,a28489,a28516
a31297,a28496,a28518
a31298,a28434,a28523
a31299,a28491,a28589
a31300,a28485,a28539
a31301,a28494,a28582
a31302,a28402,a28538
a31303,a28478,a28503
a31304,a28495,a28598
a31305,a28461,a28508
a31306,a28451,a28508
a31307,a28434,a28515
a31308,a28485,a28591
a31309,a28471,a28556
a31310,a28436,a28596
a31311,a28453,a28561
a31312,a28421,a28503
a31313,a28462,a28511
a31314,a28460,a28568
a31315,a28474,a28569
a31316,a28414,a28583
a31317,a28464,a28579
a31318,a28473,a28572
a31319,a28493,a28588
a31320,a28461,a28590
a31321,a28497,a28528
a31322,a28443,a28530
a31323,a28465,a28598
a31324,a28441,a28561
a31325,a28457,a28525
a31326,a28477,a28535
a31327,a28403,a28549
a31328,a28497,a28542
a31329,a28454,a28512
a31330,a28453,a28549
a31331,a28428,a28581
a31332,a28402,a28535
a31333,a28464,a28536
a31334,a28500,a28550
a31335,a28452,a28509
a31336,a28438,a28544
a31337,a28428,a28518
a31338,a28428,a28522
a31339,a28422,a28529
a31340,a28440,a28510
a31341,a28432,a28504
a31342,a28447,a28586
a31343,a28424,a28567
a31344,a28455,a28547
a31345,a28484,a28597
a31346,a28420,a28598
a31347,a28407,a28518
a31348,a28467,a28553
a31349,a28467,a28575
a31350,a28429,a28505
a31351,a28408,a28565
a31352,a28475,a28516
a31353,a28491,a28591
a31354,a28422,a28557
a31355,a28448,a28591
a31356,a28403,a28535
a31357,a28455,a28525
a31358,a28492,a28529
a31359,a28475,a28552
a31360,a28494,a28565
a31361,a28423,a28596
a31362,a28412,a28559
a31363,a28442,a28559
a31364,a28401,a28592
a31365,a28429,a28567
a31366,a28403,a28503
a31367,a28481,a28521
a31368,a28415,a28577
a31369,a28444,a28543
a31370,a28402,a28539
a31371,a28447,a28555
a31372,a28418,a28563
a31373,a28445,a28537
a31374,a28445,a28504
a31375,a28406,a28576
a31376,a28436,a28504
a31377,a28406,a28541
a31378,a28437,a28522
a31379,a28468,a28546
a31380,a28405,a28524
a31381,a28464,a28580
a31382,a28412,a28584
a31383,a28485,a28557
a31384,a28478,a28565
a31385,a28419,a28523
a31386,a28449,a28542
a31387,a28452,a28593
a31388,a28434,a28565
a31389,a28480,a28598
a31390,a28450,a28555
a31391,a28431,a28594
a31392,a28474,a28512
a31393,a28411,a28555
a31394,a28448,a28598
a31395,a28499,a28595
a31396,a28420,a28583
a31397,a28495,a28551
a31398,a28417,a28600
a31399,a28453,a28599
a31400,a28498,a28527
a31401,a29305,a31054
a31402,a29607,a30929
a31403,a29908,a30562
a31404,a29940,a30544
a31405,a28811,a30026
a31406,a28746,a30096
a31407,a29749,a30936
a31408,a28726,a30959
a31409,a29992,a30990
a31410,a29304,a30347
a31411,a28832,a30135
a31412,a29740,a30125
a31413,a29209,a30167
a31414,a29938,a30180
a31415,a29642,a30377
a31416,a29664,a30075
a31417,a28752,a30291
a31418,a28971,a31089
a31419,a29288,a30867
a31420,a29867,a30100
a31421,a29605,a31206
a31422,a28964,a31348
a31423,a29575,a30102
a31424,a29547,a31178
a31425,a29907,a30396
a31426,a28843,a31064
a31427,a28800,a30578
a31428,a28911,a30916
a31429,a29694,a31335
a31430,a28670,a30443
a31431,a29827,a30843
a31432,a29453,a31188
a31433,a29162,a30392
a31434,a29232,a30985
a31435,a29708,a30256
a31436,a29899,a30447
a31437,a29827,a30708
a31438,a29048,a30507
a31439,a29923,a31141
a31440,a29750,a31024
a31441,a29965,a30852
a31442,a28837,a31114
a31443,a29606,a30557
a31444,a29203,a31132
a31445,a29019,a31113
a31446,a28637,a30066
a31447,a29770,a30657
a31448,a28703,a31153
a31449,a29700,a30903
a31450,a29541,a30611
a31451,a28706,a30362
a31452,a29398,a30443
a31453,a29144,a30877
a31454,a29994,a30823
a31455,a29787,a30474
a31456,a29673,a30536
a31457,a29635,a31185
a31458,a29457,a30908
a31459,a29288,a31080
a31460,a29169,a30343
a31461,a28923,a30437
a31462,a29897,a30038
a31463,a28612,a30102
a31464,a28912,a30005
a31465,a29003,a30805
a31466,a29386,a30290
a31467,a28969,a30573
a31468,a28755,a30872
a31469,a29022,a31305
a31470,a28779,a31276
a31471,a29086,a31083
a31472,a29176,a31350
a31473,a29597,a30355
a31474,a29328,a31346
a31475,a28956,a30965
a31476,a28618,a30760
a31477,a29174,a30301
a31478,a28664,a30864
a31479,a28804,a30041
a31480,a28603,a30462
a31481,a29754,a30558
a31482,a28773,a31336
a31483,a29320,a31260
a31484,a29169,a30052
a31485,a29892,a31206
a31486,a28645,a31171
a31487,a28683,a30436
a31488,a29751,a31267
a31489,a28988,a30406
a31490,a28776,a30379
a31491,a29694,a30659
a31492,a28820,a30026
a31493,a29755,a31379
a31494,a28948,a30722
a31495,a29082,a31142
a31496,a29227,a30137
a31497,a29835,a31189
a31498,a29837,a30603
a31499,a29770,a31184
a31500,a29556,a31250
a31501,a29490,a31090
a31502,a28775,a30354
a31503,a28963,a30799
a31504,a29515,a31298
a31505,a29104,a30280
a31506,a28833,a31325
a31507,a29037,a30295
a31508,a29479,a30666
a31509,a29007,a31169
a31510,a28928,a31020
a31511,a29084,a30484
a31512,a29628,a30223
a31513,a28721,a31177
a31514,a29492,a31335
a31515,a29505,a31379
a31516,a29440,a30545
a31517,a29287,a30025
a31518,a29237,a30695
a31519,a29233,a31004
a31520,a29839,a30920
a31521,a29282,a30287
a31522,a29183,a31253
a31523,a29903,a30610
a31524,a29908,a30832
a31525,a29000,a31252
a31526,a29604,a30421
a31527,a29121,a30277
a31528,a29897,a31076
a31529,a28612,a30239
a31530,a29758,a30869
a31531,a28717,a31195
a31532,a29665,a31320
a31533,a29397,a30797
a31534,a29529,a30211
a31535,a29779,a30010
a31536,a28853,a30197
a31537,a29650,a30187
a31538,a29999,a30099
a31539,a29399,a30396
a31540,a29442,a30917
a31541,a29254,a30429
a31542,a29213,a30881
a31543,a28911,a31103
a31544,a28935,a30990
a31545,a29290,a30116
a31546,a29484,a30975
a31547,a28743,a30010
a31548,a29112,a30956
a31549,a28785,a31053
a31550,a29012,a30857
a31551,a29645,a30489
a31552,a29845,a30051
a31553,a28650,a30659
a31554,a29554,a31176
a31555,a29037,a31183
a31556,a28730,a30319
a31557,a29395,a31384
a31558,a29918,a31169
a31559,a29602,a30372
a31560,a29290,a30939
a31561,a29255,a30848
a31562,a29869,a31303
a31563,a29684,a30117
a31564,a29608,a30037
a31565,a28871,a30872
a31566,a29441,a31331
a31567,a29163,a31218
a31568,a28632,a30325
a31569,a29162,a30417
a31570,a29592,a31295
a31571,a29962,a30480
a31572,a29276,a30449
a31573,a28723,a30913
a31574,a29547,a30650
a31575,a29904,a30700
a31576,a29015,a31167
a31577,a28715,a31262
a31578,a29689,a31297
a31579,a29580,a31098
a31580,a28608,a30227
a31581,a29703,a30705
a31582,a28689,a30708
a31583,a29975,a30281
a31584,a29156,a31041
a31585,a29106,a30912
a31586,a29862,a31061
a31587,a29066,a31154
a31588,a29580,a30285
a31589,a29882,a30789
a31590,a28691,a30546
a31591,a29048,a31289
a31592,a29298,a31096
a31593,a29034,a31298
a31594,a29386,a30359
a31595,a29498,a30639
a31596,a29210,a30151
a31597,a29363,a30490
a31598,a29316,a30788
a31599,a28647,a30593
a31600,a29881,a31288
a31601,a29044,a31310
a31602,a29469,a30085
a31603,a28986,a30535
a31604,a29538,a31274
a31605,a28930,a30305
a31606,a29370,a30192
a31607,a28920,a31190
a31608,a29453,a30838
a31609,a29295,a30944
a31610,a29916,a31306
a31611,a29142,a30352
a31612,a29924,a31111
a31613,a29951,a31383
a31614,a29511,a31312
a31615,a28637,a31284
a31616,a28637,a31341
a31617,a29284,a30204
a31618,a29766,a30751
a31619,a29343,a30696
a31620,a28730,a31240
a31621,a28878,a31051
a31622,a29565,a31167
a31623,a29338,a31090
a31624,a28973,a31097
a31625,a28883,a30671
a31626,a28698,a30106
a31627,a28733,a30848
a31628,a28674,a31050
a31629,a29873,a30059
a31630,a28873,a30282
a31631,a29647,a30548
a31632,a29252,a30095
a31633,a29658,a31297
a31634,a29855,a30560
a31635,a29170,a30312
a31636,a28610,a30327
a31637,a29837,a30289
a31638,a29384,a30566
a31639,a29852,a30194
a31640,a28967,a30567
a31641,a29538,a31003
a31642,a29273,a31233
a31643,a29565,a30243
a31644,a29154,a31273
a31645,a29770,a30262
a31646,a29278,a30289
a31647,a28621,a30995
a31648,a29275,a30035
a31649,a29479,a30569
a31650,a29697,a30934
a31651,a29929,a30058
a31652,a28955,a30572
a31653,a29025,a30889
a31654,a28766,a30617
a31655,a29503,a30314
a31656,a29251,a30288
a31657,a29643,a31078
a31658,a29172,a30287
a31659,a29626,a31272
a31660,a28658,a30312
a31661,a28947,a30795
a31662,a28788,a30850
a31663,a29556,a30263
a31664,a29079,a30707
a31665,a29624,a30311
a31666,a28609,a30491
a31667,a28603,a31281
a31668,a28850,a31259
a31669,a28686,a31094
a31670,a29071,a30792
a31671,a29053,a30952
a31672,a29523,a31321
a31673,a29075,a30443
a31674,a29545,a30698
a31675,a28763,a30422
a31676,a29201,a31116
a31677,a29936,a30817
a31678,a29870,a31186
a31679,a29172,a30430
a31680,a29258,a30298
a31681,a28604,a30346
a31682,a28669,a30515
a31683,a29662,a30895
a31684,a29576,a31368
a31685,a28640,a31084
a31686,a29036,a31006
a31687,a29211,a30024
a31688,a29720,a30256
a31689,a28797,a30728
a31690,a28960,a30464
a31691,a29976,a31061
a31692,a29851,a30903
a31693,a29533,a31264
a31694,a28868,a30600
a31695,a29312,a30019
a31696,a28630,a30841
a31697,a29712,a30984
a31698,a29407,a30870
a31699,a28861,a30792
a31700,a29502,a31113
a31701,a29271,a30329
a31702,a29940,a30019
a31703,a28788,a30262
a31704,a29907,a30679
a31705,a29050,a31211
a31706,a29431,a31181
a31707,a29558,a30096
a31708,a29073,a30612
a31709,a29223,a30013
a31710,a28702,a30044
a31711,a29930,a30692
a31712,a29336,a30989
a31713,a29786,a31023
a31714,a29208,a30615
a31715,a29982,a30679
a31716,a29932,a30492
a31717,a29579,a30648
a31718,a28956,a30846
a31719,a28700,a30734
a31720,a28967,a30424
a31721,a29117,a30727
a31722,a28711,a30213
a31723,a29773,a30114
a31724,a29744,a31232
a31725,a29657,a31141
a31726,a29293,a31366
a31727,a29247,a30911
a31728,a28830,a31125
a31729,a29247,a31232
a31730,a29369,a30123
a31731,a29993,a30709
a31732,a29991,a31043
a31733,a28671,a30899
a31734,a29432,a31197
a31735,a29330,a30958
a31736,a29382,a30385
a31737,a29273,a31362
a31738,a29974,a31307
a31739,a29439,a31279
a31740,a28613,a30564
a31741,a28732,a30799
a31742,a29242,a30540
a31743,a29875,a30841
a31744,a28837,a30342
a31745,a29661,a31233
a31746,a29256,a30507
a31747,a29319,a31146
a31748,a29652,a30765
a31749,a28951,a30108
a31750,a28879,a31224
a31751,a29590,a30366
a31752,a28668,a31034
a31753,a29236,a31244
a31754,a29916,a31190
a31755,a29429,a30839
a31756,a29770,a31232
a31757,a29111,a30457
a31758,a29100,a30395
a31759,a29865,a30898
a31760,a29462,a30217
a31761,a29015,a30624
a31762,a29656,a31203
a31763,a28980,a30750
a31764,a28736,a30030
a31765,a29722,a30217
a31766,a28671,a30271
a31767,a29481,a31021
a31768,a28781,a31389
a31769,a28888,a31301
a31770,a28679,a30419
a31771,a28768,a30065
a31772,a29986,a30911
a31773,a29790,a30032
a31774,a29578,a30464
a31775,a28869,a31199
a31776,a29896,a30296
a31777,a28883,a31247
a31778,a29455,a30981
a31779,a29227,a30525
a31780,a29422,a30626
a31781,a29664,a31149
a31782,a29458,a30753
a31783,a29198,a30729
a31784,a29765,a31122
a31785,a29786,a30366
a31786,a29428,a30656
a31787,a28841,a30185
a31788,a28842,a30710
a31789,a29912,a30228
a31790,a29548,a30228
a31791,a28686,a30278
a31792,a28958,a31282
a31793,a28724,a31094
a31794,a29368,a31346
a31795,a29365,a30482
a31796,a28885,a30830
a31797,a29664,a30653
a31798,a29054,a31397
a31799,a28660,a31350
a31800,a29999,a30442
a31801,a29736,a30523
a31802,a29467,a31232
a31803,a29484,a30261
a31804,a29886,a30878
a31805,a29421,a30551
a31806,a29805,a30478
a31807,a29911,a30373
a31808,a29531,a31013
a31809,a29701,a31073
a31810,a28691,a30207
a31811,a29737,a30146
a31812,a29335,a31115
a31813,a29830,a30255
a31814,a29356,a31110
a31815,a29120,a30480
a31816,a28868,a30804
a31817,a29283,a30107
a31818,a29151,a30512
a31819,a29800,a31313
a31820,a29206,a30265
a31821,a29014,a31227
a31822,a29534,a30761
a31823,a29210,a30494
a31824,a28700,a30060
a31825,a28673,a30821
a31826,a29119,a30011
a31827,a28765,a31150
a31828,a28843,a30350
a31829,a29612,a31046
a31830,a28863,a30392
a31831,a29814,a30540
a31832,a28991,a30875
a31833,a29430,a30217
a31834,a29632,a31107
a31835,a29930,a31150
a31836,a28858,a31193
a31837,a29703,a30696
a31838,a29816,a30969
a31839,a29834,a30419
a31840,a29814,a31268
a31841,a29791,a31375
a31842,a29969,a31022
a31843,a29318,a30511
a31844,a28925,a30085
a31845,a29638,a30499
a31846,a29380,a31202
a31847,a28902,a30998
a31848,a29740,a30381
a31849,a29945,a30637
a31850,a29195,a30176
a31851,a28708,a30768
a31852,a29153,a31374
a31853,a29043,a30084
a31854,a29257,a30036
a31855,a28791,a30395
a31856,a29911,a31368
a31857,a29289,a31333
a31858,a29207,a31259
a31859,a29964,a30825
a31860,a29042,a30368
a31861,a29985,a30855
a31862,a29329,a30261
a31863,a28743,a30064
a31864,a29312,a30239
a31865,a29866,a31099
a31866,a29356,a30828
a31867,a29494,a30085
a31868,a29923,a31366
a31869,a29124,a30829
a31870,a29113,a31095
a31871,a29250,a31303
a31872,a29143,a30950
a31873,a29898,a30667
a31874,a29015,a30562
a31875,a29212,a30983
a31876,a29570,a30080
a31877,a29720,a30843
a31878,a29912,a30272
a31879,a29413,a30166
a31880,a29916,a30684
a31881,a29950,a30579
a31882,a29776,a30301
a31883,a29104,a30548
a31884,a28824,a30907
a31885,a29890,a30016
a31886,a28883,a30819
a31887,a29871,a30397
a31888,a28975,a30059
a31889,a29033,a30282
a31890,a29951,a30669
a31891,a28993,a30915
a31892,a29436,a30568
a31893,a29417,a30443
a31894,a28627,a30098
a31895,a28960,a30800
a31896,a29885,a31336
a31897,a29531,a31329
a31898,a29029,a31216
a31899,a28838,a31029
a31900,a28792,a30109
a31901,a28754,a30002
a31902,a28881,a30500
a31903,a28675,a30898
a31904,a29185,a30632
a31905,a29098,a31126
a31906,a28971,a30911
a31907,a29110,a31370
a31908,a29085,a31292
a31909,a29334,a30041
a31910,a29455,a30678
a31911,a29575,a31076
a31912,a28689,a31154
a31913,a29551,a30176
a31914,a29948,a30932
a31915,a29363,a31367
a31916,a29206,a30735
a31917,a28801,a30649
a31918,a28636,a31343
a31919,a29211,a30487
a31920,a29648,a30333
a31921,a29393,a31059
a31922,a28716,a30033
a31923,a28713,a30197
a31924,a29533,a30701
a31925,a28941,a30780
a31926,a29881,a31109
a31927,a29892,a30046
a31928,a29916,a31007
a31929,a28608,a30550
a31930,a29477,a30980
a31931,a29910,a31389
a31932,a29776,a30888
a31933,a28748,a30387
a31934,a29509,a30387
a31935,a29935,a31189
a31936,a28633,a30058
a31937,a29205,a30034
a31938,a29460,a30959
a31939,a28962,a31132
a31940,a29092,a30314
a31941,a28669,a30488
a31942,a29968,a30842
a31943,a29611,a30294
a31944,a29237,a30789
a31945,a28704,a31198
a31946,a29005,a30922
a31947,a28866,a30760
a31948,a29010,a31319
a31949,a29887,a30800
a31950,a29451,a31383
a31951,a29833,a30815
a31952,a29478,a30607
a31953,a29762,a31310
a31954,a29778,a30175
a31955,a29821,a30313
a31956,a29060,a30581
a31957,a29364,a30605
a31958,a29275,a31274
a31959,a29704,a30069
a31960,a28764,a30628
a31961,a29744,a30568
a31962,a29876,a30935
a31963,a28605,a30571
a31964,a29567,a30773
a31965,a29112,a31031
a31966,a28746,a31142
a31967,a29881,a30927
a31968,a28863,a30763
a31969,a29447,a30091
a31970,a28895,a30768
a31971,a28839,a30435
a31972,a29430,a30353
a31973,a29944,a31188
a31974,a28940,a30779
a31975,a29002,a31097
a31976,a29756,a30669
a31977,a29853,a31047
a31978,a29911,a30037
a31979,a29955,a30618
a31980,a29761,a30055
a31981,a29589,a30779
a31982,a29984,a30005
a31983,a28847,a30127
a31984,a29944,a31362
a31985,a29167,a31096
a31986,a28992,a30215
a31987,a29878,a30676
a31988,a29575,a31142
a31989,a29318,a31054
a31990,a29384,a30263
a31991,a29132,a30994
a31992,a28798,a30509
a31993,a28658,a31345
a31994,a29389,a31061
a31995,a29695,a31178
a31996,a29068,a31031
a31997,a29773,a31355
a31998,a29366,a31311
a31999,a29697,a30928
a32000,a29718,a30347
a32001,a28714,a30482
a32002,a29360,a30135
a32003,a29795,a30233
a32004,a29205,a30420
a32005,a29569,a30884
a32006,a29292,a30373
a32007,a29649,a31128
a32008,a28619,a31110
a32009,a28934,a31293
a32010,a29012,a30340
a32011,a29736,a31214
a32012,a29111,a30185
a32013,a29193,a30279
a32014,a29172,a30021
a32015,a28628,a30072
a32016,a29711,a30489
a32017,a28624,a30577
a32018,a28810,a31280
a32019,a29442,a30886
a32020,a28835,a31199
a32021,a29917,a30321
a32022,a28713,a30643
a32023,a29043,a31180
a32024,a28719,a30717
a32025,a29647,a31015
a32026,a29785,a30880
a32027,a29637,a30003
a32028,a29663,a30663
a32029,a29942,a30509
a32030,a29953,a30901
a32031,a28890,a30183
a32032,a29593,a30854
a32033,a29713,a31059
a32034,a29313,a30766
a32035,a29414,a30881
a32036,a29038,a30347
a32037,a29043,a30249
a32038,a29238,a31322
a32039,a29285,a30943
a32040,a29901,a30684
a32041,a29272,a31292
a32042,a28624,a30704
a32043,a29354,a30762
a32044,a28624,a31211
a32045,a29291,a31035
a32046,a29529,a31017
a32047,a29029,a31140
a32048,a29929,a31114
a32049,a29072,a30709
a32050,a29657,a30498
a32051,a28990,a30953
a32052,a28948,a31276
a32053,a29693,a30986
a32054,a29922,a31219
a32055,a29243,a31054
a32056,a28725,a30321
a32057,a29018,a30096
a32058,a29508,a30917
a32059,a29929,a31358
a32060,a29419,a30453
a32061,a28738,a31151
a32062,a29374,a30226
a32063,a28917,a30026
a32064,a28767,a30653
a32065,a28655,a30373
a32066,a29133,a30892
a32067,a29642,a30983
a32068,a28794,a31256
a32069,a28848,a31083
a32070,a28805,a31097
a32071,a28663,a31279
a32072,a29342,a31085
a32073,a29153,a30443
a32074,a29512,a31189
a32075,a29929,a31388
a32076,a28852,a30097
a32077,a28956,a30090
a32078,a28738,a30230
a32079,a29640,a30952
a32080,a28705,a30590
a32081,a28923,a30110
a32082,a29179,a30770
a32083,a29610,a30576
a32084,a29712,a31254
a32085,a29749,a30087
a32086,a28956,a31354
a32087,a29667,a30519
a32088,a28926,a30888
a32089,a29062,a31134
a32090,a29635,a30659
a32091,a29789,a31139
a32092,a29907,a30284
a32093,a29735,a30417
a32094,a29268,a30822
a32095,a29426,a30809
a32096,a29613,a30939
a32097,a29258,a30738
a32098,a29418,a31164
a32099,a29112,a30878
a32100,a29491,a31078
a32101,a28885,a30807
a32102,a29551,a31139
a32103,a29782,a31276
a32104,a29599,a31029
a32105,a29409,a30077
a32106,a29237,a30634
a32107,a29909,a30157
a32108,a28637,a30227
a32109,a28631,a30431
a32110,a29083,a30992
a32111,a29901,a30885
a32112,a29988,a30300
a32113,a29087,a30994
a32114,a29129,a30630
a32115,a28684,a30883
a32116,a28682,a30237
a32117,a29468,a31174
a32118,a29650,a30848
a32119,a29429,a30574
a32120,a29713,a31113
a32121,a28905,a30451
a32122,a29703,a30366
a32123,a29046,a30183
a32124,a28867,a30795
a32125,a29072,a31253
a32126,a29676,a30329
a32127,a29497,a30089
a32128,a28847,a30310
a32129,a28841,a30362
a32130,a29929,a30069
a32131,a29940,a30397
a32132,a28882,a30287
a32133,a29859,a30538
a32134,a28727,a31270
a32135,a29972,a30077
a32136,a28985,a30883
a32137,a29495,a30615
a32138,a29984,a31269
a32139,a29985,a31358
a32140,a29164,a30008
a32141,a29170,a31218
a32142,a29845,a30945
a32143,a29073,a30076
a32144,a29044,a31030
a32145,a29381,a30867
a32146,a29109,a31137
a32147,a29173,a30743
a32148,a29005,a30140
a32149,a29386,a30468
a32150,a29837,a31191
a32151,a28931,a30736
a32152,a29547,a30089
a32153,a29909,a30940
a32154,a29637,a31130
a32155,a28695,a31331
a32156,a29500,a31069
a32157,a28683,a30938
a32158,a28687,a30856
a32159,a29298,a31007
a32160,a29079,a31217
a32161,a28656,a30896
a32162,a29001,a30920
a32163,a29103,a30739
a32164,a29725,a31341
a32165,a28792,a30201
a32166,a29992,a30423
a32167,a29580,a30594
a32168,a29515,a30480
a32169,a28933,a30195
a32170,a29734,a31003
a32171,a29510,a31234
a32172,a28673,a30582
a32173,a29853,a30462
a32174,a29601,a30433
a32175,a29086,a30535
a32176,a29237,a30874
a32177,a29958,a30300
